resp_id,choice_set_id,alternative_id,Brand,Price,Screen_Size,Battery_Life,Camera_Quality,chosen
19,147,3,Google,$599,5.5 inches,12 hours,Good,0
19,148,1,Google,$399,6.1 inches,18 hours,Excellent,0
19,148,2,Samsung,$599,6.1 inches,18 hours,Good,0
19,148,3,Google,$499,5.5 inches,24 hours,Excellent,1
19,149,1,OnePlus,$599,6.1 inches,12 hours,Good,0
19,149,2,Apple,$499,6.7 inches,12 hours,Good,1
19,149,3,OnePlus,$499,6.7 inches,18 hours,Basic,0
19,150,1,Samsung,$499,6.7 inches,24 hours,Good,0
19,150,2,Samsung,$299,6.7 inches,24 hours,Excellent,1
19,150,3,Samsung,$399,5.5 inches,24 hours,Excellent,0
19,151,1,Samsung,$399,5.5 inches,12 hours,Good,0
19,151,2,Google,$599,5.5 inches,24 hours,Basic,0
19,151,3,Apple,$399,6.1 inches,24 hours,Good,1
19,152,1,OnePlus,$399,6.1 inches,18 hours,Good,0
19,152,2,Apple,$299,6.7 inches,24 hours,Basic,1
19,152,3,Apple,$399,6.1 inches,12 hours,Basic,0
20,153,1,OnePlus,$599,5.5 inches,24 hours,Good,0
20,153,2,Apple,$299,6.1 inches,24 hours,Excellent,0
20,153,3,Apple,$499,6.1 inches,18 hours,Excellent,1
20,154,1,OnePlus,$399,6.7 inches,18 hours,Good,0
20,154,2,Samsung,$299,6.1 inches,12 hours,Excellent,1
20,154,3,OnePlus,$499,6.7 inches,12 hours,Basic,0
20,155,1,Google,$499,6.7 inches,24 hours,Basic,1
20,155,2,Samsung,$599,6.1 inches,24 hours,Good,0
20,155,3,Apple,$599,6.7 inches,12 hours,Basic,0
20,156,1,Samsung,$599,6.1 inches,12 hours,Basic,0
20,156,2,Google,$599,5.5 inches,18 hours,Good,0
20,156,3,Google,$499,6.7 inches,24 hours,Excellent,1
20,157,1,Apple,$499,6.7 inches,18 hours,Excellent,0
20,157,2,Samsung,$299,6.7 inches,12 hours,Good,0
20,157,3,Google,$399,6.1 inches,24 hours,Excellent,1
20,158,1,Google,$299,6.7 inches,18 hours,Good,0
20,158,2,Samsung,$399,5.5 inches,18 hours,Basic,1
20,158,3,OnePlus,$499,6.1 inches,24 hours,Excellent,0
20,159,1,OnePlus,$399,5.5 inches,24 hours,Excellent,0
20,159,2,Apple,$599,6.7 inches,24 hours,Good,0
20,159,3,Apple,$299,5.5 inches,24 hours,Excellent,1
20,160,1,Samsung,$399,5.5 inches,18 hours,Excellent,1
20,160,2,OnePlus,$299,6.7 inches,12 hours,Excellent,0
20,160,3,OnePlus,$299,6.7 inches,18 hours,Basic,0
21,161,1,OnePlus,$399,6.7 inches,18 hours,Good,0
21,161,2,Apple,$599,6.7 inches,18 hours,Excellent,1
21,161,3,Apple,$599,6.1 inches,12 hours,Excellent,0
21,162,1,Samsung,$299,5.5 inches,18 hours,Good,1
21,162,2,Apple,$299,5.5 inches,18 hours,Basic,0
21,162,3,Google,$599,5.5 inches,12 hours,Excellent,0
21,163,1,OnePlus,$499,6.1 inches,18 hours,Good,0
21,163,2,OnePlus,$299,6.7 inches,24 hours,Excellent,1
21,163,3,Samsung,$499,5.5 inches,12 hours,Excellent,0
21,164,1,OnePlus,$399,6.7 inches,12 hours,Basic,0
21,164,2,Apple,$499,6.1 inches,24 hours,Excellent,1
21,164,3,OnePlus,$599,5.5 inches,12 hours,Good,0
21,165,1,Google,$399,6.1 inches,12 hours,Excellent,0
21,165,2,Apple,$299,6.7 inches,18 hours,Excellent,1
21,165,3,Apple,$399,5.5 inches,12 hours,Basic,0
21,166,1,Apple,$599,6.7 inches,24 hours,Excellent,1
21,166,2,Apple,$399,6.7 inches,12 hours,Good,0
21,166,3,OnePlus,$399,6.7 inches,12 hours,Basic,0
21,167,1,Samsung,$499,5.5 inches,24 hours,Excellent,1
21,167,2,Google,$499,5.5 inches,18 hours,Basic,0
21,167,3,Samsung,$599,6.1 inches,18 hours,Basic,0
21,168,1,Samsung,$599,6.7 inches,18 hours,Basic,0
21,168,2,Google,$599,6.7 inches,18 hours,Excellent,1
21,168,3,OnePlus,$599,5.5 inches,18 hours,Good,0
22,169,1,Samsung,$599,5.5 inches,12 hours,Good,0
22,169,2,Samsung,$599,5.5 inches,24 hours,Good,1
22,169,3,OnePlus,$399,6.1 inches,12 hours,Good,0
22,170,1,Samsung,$499,6.7 inches,12 hours,Good,0
22,170,2,Google,$299,6.7 inches,24 hours,Basic,0
22,170,3,Apple,$499,6.1 inches,24 hours,Excellent,1
22,171,1,Apple,$299,5.5 inches,24 hours,Excellent,1
22,171,2,Samsung,$599,5.5 inches,18 hours,Good,0
22,171,3,Apple,$399,5.5 inches,24 hours,Basic,0
22,172,1,OnePlus,$399,6.7 inches,24 hours,Excellent,0
22,172,2,Samsung,$599,5.5 inches,24 hours,Good,0
22,172,3,Google,$599,6.1 inches,24 hours,Excellent,1
22,173,1,Google,$499,6.1 inches,18 hours,Excellent,1
22,173,2,OnePlus,$599,5.5 inches,24 hours,Good,0
22,173,3,Google,$399,6.1 inches,18 hours,Good,0
22,174,1,Apple,$399,6.7 inches,12 hours,Basic,1
22,174,2,Google,$599,6.1 inches,12 hours,Basic,0
22,174,3,Google,$399,6.1 inches,24 hours,Basic,0
22,175,1,OnePlus,$499,6.1 inches,18 hours,Excellent,0
22,175,2,OnePlus,$599,5.5 inches,24 hours,Good,0
22,175,3,Samsung,$399,6.7 inches,24 hours,Good,1
22,176,1,Samsung,$299,6.7 inches,12 hours,Basic,0
22,176,2,Apple,$299,6.1 inches,12 hours,Excellent,1
22,176,3,Samsung,$299,6.7 inches,12 hours,Basic,0
23,177,1,Samsung,$599,6.1 inches,12 hours,Excellent,1
23,177,2,OnePlus,$599,5.5 inches,12 hours,Excellent,0
23,177,3,OnePlus,$299,5.5 inches,24 hours,Excellent,0
23,178,1,Google,$499,5.5 inches,24 hours,Excellent,0
23,178,2,OnePlus,$399,5.5 inches,12 hours,Excellent,0
23,178,3,Samsung,$399,5.5 inches,24 hours,Excellent,1
23,179,1,Google,$499,6.1 inches,18 hours,Basic,0
23,179,2,Google,$599,6.1 inches,24 hours,Basic,0
23,179,3,Samsung,$499,6.7 inches,12 hours,Excellent,1
23,180,1,Apple,$299,6.1 inches,18 hours,Good,0
23,180,2,OnePlus,$299,6.7 inches,12 hours,Excellent,0
23,180,3,Samsung,$299,6.1 inches,18 hours,Excellent,1
23,181,1,Google,$299,6.7 inches,12 hours,Basic,0
23,181,2,Samsung,$599,6.1 inches,12 hours,Basic,0
23,181,3,Google,$299,5.5 inches,18 hours,Basic,1
23,182,1,Samsung,$399,6.7 inches,18 hours,Basic,0
23,182,2,Google,$399,6.7 inches,12 hours,Excellent,1
23,182,3,OnePlus,$499,6.1 inches,24 hours,Basic,0
23,183,1,Apple,$499,5.5 inches,12 hours,Good,0
23,183,2,Samsung,$299,6.1 inches,24 hours,Excellent,1
23,183,3,OnePlus,$499,5.5 inches,24 hours,Good,0
23,184,1,OnePlus,$599,5.5 inches,18 hours,Excellent,0
23,184,2,OnePlus,$599,5.5 inches,24 hours,Excellent,0
23,184,3,OnePlus,$299,6.7 inches,18 hours,Basic,1
24,185,1,Apple,$299,6.1 inches,12 hours,Good,1
24,185,2,Samsung,$599,6.1 inches,18 hours,Basic,0
24,185,3,Apple,$299,6.1 inches,18 hours,Good,0
24,186,1,Google,$299,5.5 inches,12 hours,Basic,0
24,186,2,OnePlus,$599,6.7 inches,24 hours,Excellent,0
24,186,3,OnePlus,$299,5.5 inches,12 hours,Good,1
24,187,1,Apple,$499,6.1 inches,12 hours,Good,0
24,187,2,OnePlus,$599,5.5 inches,24 hours,Excellent,0
24,187,3,Samsung,$399,6.7 inches,18 hours,Basic,1
24,188,1,Samsung,$499,6.1 inches,18 hours,Good,0
24,188,2,Samsung,$299,5.5 inches,18 hours,Good,1
24,188,3,OnePlus,$499,6.1 inches,12 hours,Good,0
24,189,1,Google,$399,6.7 inches,24 hours,Good,1
24,189,2,Samsung,$599,5.5 inches,12 hours,Good,0
24,189,3,Apple,$599,6.1 inches,24 hours,Good,0
24,190,1,Google,$599,6.1 inches,18 hours,Excellent,0
24,190,2,Samsung,$499,6.1 inches,24 hours,Excellent,1
24,190,3,Samsung,$599,6.1 inches,12 hours,Good,0
24,191,1,Google,$499,6.7 inches,24 hours,Excellent,1
24,191,2,OnePlus,$399,6.1 inches,18 hours,Good,0
24,191,3,OnePlus,$499,5.5 inches,24 hours,Basic,0
24,192,1,Samsung,$299,6.7 inches,18 hours,Excellent,1
24,192,2,Samsung,$599,6.1 inches,24 hours,Basic,0
24,192,3,OnePlus,$599,5.5 inches,24 hours,Good,0
25,193,1,Samsung,$499,6.7 inches,12 hours,Excellent,1
25,193,2,OnePlus,$599,5.5 inches,18 hours,Excellent,0
25,193,3,OnePlus,$599,6.7 inches,24 hours,Excellent,0
25,194,1,OnePlus,$299,6.1 inches,24 hours,Excellent,0
25,194,2,Apple,$299,5.5 inches,24 hours,Excellent,1
25,194,3,Google,$399,6.7 inches,24 hours,Basic,0
25,195,1,OnePlus,$499,6.1 inches,12 hours,Basic,0
25,195,2,Apple,$499,5.5 inches,24 hours,Excellent,1
25,195,3,Samsung,$599,6.1 inches,18 hours,Good,0
25,196,1,Samsung,$499,5.5 inches,18 hours,Basic,0
25,196,2,Google,$599,5.5 inches,12 hours,Excellent,0
25,196,3,Samsung,$499,6.1 inches,18 hours,Good,1
25,197,1,Samsung,$599,6.1 inches,18 hours,Basic,0
25,197,2,OnePlus,$599,6.1 inches,12 hours,Good,0
25,197,3,Apple,$299,5.5 inches,18 hours,Excellent,1
25,198,1,Apple,$399,6.7 inches,12 hours,Excellent,0
25,198,2,Samsung,$399,6.1 inches,24 hours,Good,1
25,198,3,OnePlus,$399,6.1 inches,24 hours,Basic,0
25,199,1,Samsung,$599,6.1 inches,12 hours,Excellent,0
25,199,2,Samsung,$599,6.7 inches,18 hours,Good,0
25,199,3,Apple,$399,5.5 inches,18 hours,Excellent,1
25,200,1,Apple,$299,6.7 inches,12 hours,Good,1
25,200,2,Google,$399,6.1 inches,12 hours,Good,0
25,200,3,OnePlus,$499,6.7 inches,18 hours,Excellent,0
26,201,1,OnePlus,$299,6.1 inches,18 hours,Good,0
26,201,2,Samsung,$499,6.7 inches,24 hours,Basic,1
26,201,3,Samsung,$499,5.5 inches,12 hours,Good,0
26,202,1,Apple,$399,6.1 inches,24 hours,Basic,1
26,202,2,OnePlus,$599,6.7 inches,12 hours,Excellent,0
26,202,3,OnePlus,$599,5.5 inches,18 hours,Excellent,0
26,203,1,Samsung,$399,6.1 inches,18 hours,Basic,1
26,203,2,Samsung,$499,6.1 inches,24 hours,Basic,0
26,203,3,Google,$299,6.1 inches,12 hours,Basic,0
26,204,1,OnePlus,$599,6.1 inches,24 hours,Good,0
26,204,2,OnePlus,$599,6.1 inches,12 hours,Basic,0
26,204,3,Apple,$399,6.1 inches,12 hours,Good,1
26,205,1,Samsung,$499,5.5 inches,18 hours,Excellent,0
26,205,2,OnePlus,$299,6.7 inches,12 hours,Good,1
26,205,3,Google,$299,6.7 inches,18 hours,Excellent,0
26,206,1,Samsung,$599,5.5 inches,24 hours,Excellent,0
26,206,2,Samsung,$499,5.5 inches,18 hours,Good,1
26,206,3,Google,$299,6.1 inches,12 hours,Basic,0
26,207,1,Samsung,$499,6.7 inches,24 hours,Excellent,0
26,207,2,OnePlus,$399,6.7 inches,12 hours,Basic,0
26,207,3,Samsung,$299,6.7 inches,18 hours,Excellent,1
26,208,1,Google,$399,6.1 inches,24 hours,Good,1
26,208,2,Google,$499,6.7 inches,24 hours,Basic,0
26,208,3,Samsung,$599,5.5 inches,18 hours,Excellent,0
27,209,1,Samsung,$399,5.5 inches,12 hours,Excellent,0
27,209,2,Google,$399,6.7 inches,18 hours,Good,1
27,209,3,Samsung,$499,6.7 inches,18 hours,Good,0
27,210,1,OnePlus,$299,6.7 inches,12 hours,Good,0
27,210,2,Google,$499,6.1 inches,18 hours,Good,0
27,210,3,Apple,$299,6.7 inches,18 hours,Excellent,1
27,211,1,Google,$299,6.7 inches,18 hours,Basic,1
27,211,2,OnePlus,$399,6.1 inches,18 hours,Good,0
27,211,3,Google,$499,6.7 inches,24 hours,Basic,0
27,212,1,OnePlus,$499,6.7 inches,12 hours,Basic,0
27,212,2,Apple,$599,5.5 inches,12 hours,Basic,1
27,212,3,OnePlus,$599,5.5 inches,18 hours,Basic,0
27,213,1,Samsung,$499,5.5 inches,18 hours,Basic,0
27,213,2,Google,$499,5.5 inches,18 hours,Excellent,0
27,213,3,Samsung,$299,6.1 inches,24 hours,Good,1
27,214,1,Samsung,$599,6.7 inches,12 hours,Excellent,0
27,214,2,Apple,$299,5.5 inches,18 hours,Basic,1
27,214,3,Samsung,$399,6.7 inches,24 hours,Good,0
27,215,1,Apple,$299,6.7 inches,18 hours,Basic,1
27,215,2,OnePlus,$399,6.1 inches,12 hours,Basic,0
27,215,3,OnePlus,$299,6.7 inches,12 hours,Basic,0
27,216,1,Google,$499,6.1 inches,12 hours,Good,0
27,216,2,Samsung,$399,5.5 inches,24 hours,Excellent,1
27,216,3,Apple,$399,6.1 inches,18 hours,Excellent,0
28,217,1,Samsung,$399,6.1 inches,24 hours,Excellent,0
28,217,2,OnePlus,$399,5.5 inches,12 hours,Basic,0
28,217,3,Apple,$599,6.1 inches,18 hours,Good,1
28,218,1,Samsung,$399,6.1 inches,24 hours,Basic,0
28,218,2,Samsung,$499,6.7 inches,12 hours,Excellent,0
28,218,3,Google,$399,6.7 inches,24 hours,Excellent,1
28,219,1,Samsung,$599,6.1 inches,24 hours,Basic,0
28,219,2,Samsung,$599,6.1 inches,12 hours,Basic,0
28,219,3,OnePlus,$299,6.7 inches,12 hours,Good,1
28,220,1,Google,$399,6.1 inches,24 hours,Good,1
28,220,2,Google,$399,6.1 inches,12 hours,Basic,0
28,220,3,Apple,$299,6.1 inches,12 hours,Basic,0
28,221,1,Apple,$599,6.7 inches,18 hours,Excellent,1
28,221,2,OnePlus,$599,6.7 inches,18 hours,Basic,0
28,221,3,Samsung,$499,5.5 inches,18 hours,Basic,0
28,222,1,Samsung,$399,6.7 inches,18 hours,Good,0
28,222,2,Apple,$499,6.7 inches,18 hours,Excellent,1
28,222,3,Samsung,$299,5.5 inches,12 hours,Good,0
28,223,1,Apple,$599,6.7 inches,24 hours,Basic,0
28,223,2,Google,$399,5.5 inches,12 hours,Excellent,0
28,223,3,Samsung,$299,5.5 inches,18 hours,Good,1
28,224,1,Google,$399,6.1 inches,12 hours,Excellent,0
28,224,2,Google,$299,5.5 inches,18 hours,Good,1
28,224,3,Google,$299,6.1 inches,24 hours,Excellent,0
29,225,1,Apple,$599,6.1 inches,24 hours,Good,1
29,225,2,Apple,$599,6.7 inches,12 hours,Good,0
29,225,3,Samsung,$499,5.5 inches,24 hours,Excellent,0
29,226,1,Apple,$399,6.7 inches,24 hours,Basic,0
29,226,2,Apple,$299,5.5 inches,12 hours,Good,1
29,226,3,Google,$599,5.5 inches,12 hours,Basic,0
29,227,1,OnePlus,$399,6.1 inches,12 hours,Good,0
29,227,2,Google,$499,5.5 inches,24 hours,Good,0
29,227,3,Apple,$299,5.5 inches,12 hours,Excellent,1
29,228,1,Apple,$599,5.5 inches,18 hours,Good,0
29,228,2,Google,$499,5.5 inches,24 hours,Good,1
29,228,3,Apple,$499,5.5 inches,18 hours,Excellent,0
29,229,1,Google,$399,6.1 inches,18 hours,Excellent,1
29,229,2,OnePlus,$399,6.7 inches,24 hours,Basic,0
29,229,3,Samsung,$299,6.1 inches,12 hours,Basic,0
29,230,1,Google,$299,6.1 inches,12 hours,Excellent,1
29,230,2,OnePlus,$499,5.5 inches,12 hours,Excellent,0
29,230,3,Samsung,$599,6.1 inches,12 hours,Basic,0
29,231,1,Google,$299,5.5 inches,12 hours,Excellent,1
29,231,2,OnePlus,$499,6.1 inches,24 hours,Basic,0
29,231,3,Apple,$399,6.7 inches,18 hours,Basic,0
29,232,1,Apple,$599,6.7 inches,12 hours,Basic,0
29,232,2,Google,$499,6.1 inches,18 hours,Excellent,1
29,232,3,Google,$499,6.1 inches,18 hours,Basic,0
30,233,1,Apple,$399,5.5 inches,24 hours,Basic,1
30,233,2,Samsung,$299,5.5 inches,18 hours,Good,0
30,233,3,Google,$599,5.5 inches,24 hours,Good,0
30,234,1,Samsung,$599,6.1 inches,18 hours,Good,0
30,234,2,Apple,$299,5.5 inches,24 hours,Good,0
30,234,3,Apple,$399,6.1 inches,12 hours,Basic,1
30,235,1,Samsung,$499,6.1 inches,24 hours,Basic,1
30,235,2,Google,$499,5.5 inches,12 hours,Good,0
30,235,3,OnePlus,$399,5.5 inches,18 hours,Basic,0
30,236,1,Samsung,$299,5.5 inches,12 hours,Basic,0
30,236,2,Samsung,$399,6.1 inches,18 hours,Excellent,1
30,236,3,Apple,$499,5.5 inches,12 hours,Basic,0
30,237,1,Samsung,$599,5.5 inches,12 hours,Good,0
30,237,2,Apple,$299,6.1 inches,12 hours,Basic,1
30,237,3,OnePlus,$599,6.1 inches,12 hours,Good,0
30,238,1,OnePlus,$399,6.1 inches,12 hours,Basic,0
30,238,2,Google,$499,6.1 inches,12 hours,Basic,0
30,238,3,Samsung,$499,6.1 inches,18 hours,Excellent,1
30,239,1,OnePlus,$299,5.5 inches,18 hours,Good,0
30,239,2,Samsung,$599,5.5 inches,24 hours,Excellent,0
30,239,3,Samsung,$299,6.1 inches,24 hours,Good,1
30,240,1,OnePlus,$599,6.1 inches,24 hours,Excellent,0
30,240,2,Google,$599,6.1 inches,12 hours,Basic,1
30,240,3,Google,$399,5.5 inches,18 hours,Basic,0
31,241,1,OnePlus,$499,6.7 inches,12 hours,Basic,0
31,241,2,Apple,$399,6.7 inches,12 hours,Good,0
31,241,3,Apple,$399,6.7 inches,18 hours,Good,1
31,242,1,Samsung,$399,5.5 inches,24 hours,Good,0
31,242,2,Google,$299,6.7 inches,24 hours,Good,1
31,242,3,Samsung,$399,6.1 inches,24 hours,Good,0
31,243,1,Samsung,$599,5.5 inches,12 hours,Basic,0
31,243,2,Samsung,$399,5.5 inches,24 hours,Good,0
31,243,3,Apple,$499,6.7 inches,12 hours,Basic,1
31,244,1,Google,$399,6.1 inches,12 hours,Basic,0
31,244,2,Samsung,$399,5.5 inches,24 hours,Good,1
31,244,3,Apple,$499,6.7 inches,24 hours,Good,0
31,245,1,Apple,$499,6.1 inches,18 hours,Basic,0
31,245,2,Samsung,$599,6.7 inches,18 hours,Excellent,0
31,245,3,Google,$399,6.7 inches,24 hours,Excellent,1
31,246,1,Google,$399,6.7 inches,24 hours,Basic,0
31,246,2,OnePlus,$499,6.7 inches,24 hours,Good,0
31,246,3,Samsung,$399,6.7 inches,12 hours,Excellent,1
31,247,1,OnePlus,$299,5.5 inches,24 hours,Good,0
31,247,2,Samsung,$299,6.1 inches,12 hours,Good,1
31,247,3,Apple,$399,6.1 inches,18 hours,Basic,0
31,248,1,Apple,$499,6.1 inches,12 hours,Good,0
31,248,2,Samsung,$399,6.7 inches,12 hours,Good,0
31,248,3,Google,$299,6.7 inches,12 hours,Basic,1
32,249,1,OnePlus,$599,6.7 inches,18 hours,Basic,0
32,249,2,OnePlus,$599,6.1 inches,18 hours,Excellent,0
32,249,3,OnePlus,$299,6.1 inches,24 hours,Excellent,1
32,250,1,Samsung,$399,6.1 inches,12 hours,Basic,0
32,250,2,Google,$299,6.1 inches,18 hours,Basic,1
32,250,3,Apple,$499,5.5 inches,18 hours,Basic,0
32,251,1,Apple,$299,6.1 inches,24 hours,Excellent,1
32,251,2,OnePlus,$299,6.1 inches,24 hours,Basic,0
32,251,3,OnePlus,$399,5.5 inches,12 hours,Good,0
32,252,1,Samsung,$399,6.1 inches,24 hours,Excellent,1
32,252,2,Google,$499,6.1 inches,12 hours,Basic,0
32,252,3,Apple,$599,6.7 inches,24 hours,Good,0
32,253,1,Samsung,$299,6.1 inches,12 hours,Good,0
32,253,2,Apple,$499,6.7 inches,24 hours,Excellent,1
32,253,3,OnePlus,$399,5.5 inches,12 hours,Basic,0
32,254,1,Samsung,$499,5.5 inches,18 hours,Basic,0
32,254,2,Google,$599,6.1 inches,18 hours,Excellent,0
32,254,3,Google,$299,6.7 inches,24 hours,Good,1
32,255,1,Samsung,$499,6.1 inches,18 hours,Basic,0
32,255,2,OnePlus,$299,6.1 inches,18 hours,Good,0
32,255,3,Google,$399,6.1 inches,24 hours,Basic,1
32,256,1,Samsung,$299,5.5 inches,24 hours,Good,1
32,256,2,OnePlus,$399,6.7 inches,12 hours,Good,0
32,256,3,OnePlus,$599,6.7 inches,12 hours,Good,0
33,257,1,Google,$299,6.1 inches,24 hours,Basic,1
33,257,2,Samsung,$299,6.1 inches,12 hours,Basic,0
33,257,3,Samsung,$399,5.5 inches,12 hours,Good,0
33,258,1,Apple,$599,5.5 inches,24 hours,Basic,0
33,258,2,Google,$499,6.7 inches,12 hours,Basic,1
33,258,3,OnePlus,$599,6.7 inches,18 hours,Good,0
33,259,1,OnePlus,$299,6.7 inches,24 hours,Excellent,0
33,259,2,OnePlus,$299,6.1 inches,12 hours,Basic,0
33,259,3,Apple,$299,6.7 inches,12 hours,Good,1
33,260,1,Google,$599,6.1 inches,18 hours,Excellent,0
33,260,2,OnePlus,$599,5.5 inches,12 hours,Good,0
33,260,3,OnePlus,$399,6.7 inches,24 hours,Excellent,1
33,261,1,OnePlus,$299,6.1 inches,18 hours,Excellent,0
33,261,2,Samsung,$299,6.7 inches,18 hours,Good,0
33,261,3,Google,$299,6.1 inches,18 hours,Good,1
33,262,1,Google,$599,6.7 inches,24 hours,Basic,0
33,262,2,Samsung,$399,6.1 inches,24 hours,Good,1
33,262,3,Google,$499,6.7 inches,18 hours,Excellent,0
33,263,1,Apple,$399,6.1 inches,12 hours,Good,0
33,263,2,OnePlus,$499,5.5 inches,24 hours,Basic,0
33,263,3,Apple,$499,6.7 inches,24 hours,Good,1
33,264,1,Samsung,$299,5.5 inches,12 hours,Basic,0
33,264,2,Apple,$399,5.5 inches,18 hours,Basic,1
33,264,3,Google,$399,6.1 inches,18 hours,Good,0
34,265,1,OnePlus,$299,6.7 inches,12 hours,Basic,0
34,265,2,Google,$599,6.7 inches,18 hours,Basic,0
34,265,3,OnePlus,$499,6.1 inches,12 hours,Good,1
34,266,1,Apple,$499,5.5 inches,18 hours,Basic,0
34,266,2,Samsung,$399,5.5 inches,24 hours,Basic,0
34,266,3,Samsung,$499,6.7 inches,18 hours,Excellent,1
34,267,1,Apple,$299,6.1 inches,12 hours,Excellent,1
34,267,2,Samsung,$299,5.5 inches,18 hours,Excellent,0
34,267,3,Google,$499,6.1 inches,18 hours,Good,0
34,268,1,OnePlus,$499,5.5 inches,18 hours,Good,0
34,268,2,OnePlus,$299,5.5 inches,24 hours,Excellent,1
34,268,3,Google,$499,6.1 inches,24 hours,Basic,0
34,269,1,OnePlus,$299,6.1 inches,18 hours,Excellent,0
34,269,2,Google,$499,6.1 inches,24 hours,Excellent,1
34,269,3,Google,$399,5.5 inches,24 hours,Basic,0
34,270,1,Apple,$599,6.7 inches,18 hours,Excellent,0
34,270,2,Samsung,$299,6.7 inches,18 hours,Good,1
34,270,3,Google,$599,6.1 inches,18 hours,Excellent,0
34,271,1,Apple,$399,6.1 inches,24 hours,Excellent,0
34,271,2,Samsung,$599,6.7 inches,18 hours,Excellent,0
34,271,3,Google,$399,6.7 inches,24 hours,Basic,1
34,272,1,Google,$299,6.1 inches,12 hours,Excellent,0
34,272,2,Google,$399,6.7 inches,18 hours,Excellent,0
34,272,3,Apple,$399,6.1 inches,12 hours,Excellent,1
35,273,1,Google,$599,6.1 inches,18 hours,Good,0
35,273,2,Google,$599,5.5 inches,18 hours,Basic,0
35,273,3,Apple,$599,5.5 inches,24 hours,Basic,1
35,274,1,OnePlus,$499,6.1 inches,12 hours,Basic,0
35,274,2,Samsung,$399,6.1 inches,18 hours,Excellent,0
35,274,3,OnePlus,$399,6.1 inches,24 hours,Basic,1
35,275,1,Apple,$599,6.1 inches,24 hours,Basic,0
35,275,2,Google,$299,5.5 inches,18 hours,Good,1
35,275,3,Samsung,$399,6.7 inches,12 hours,Good,0
35,276,1,Apple,$399,6.7 inches,18 hours,Excellent,0
35,276,2,OnePlus,$599,6.1 inches,18 hours,Good,0
35,276,3,Apple,$299,6.7 inches,12 hours,Excellent,1
35,277,1,Google,$299,6.1 inches,24 hours,Basic,0
35,277,2,Apple,$299,6.7 inches,24 hours,Basic,1
35,277,3,Samsung,$499,6.1 inches,12 hours,Basic,0
35,278,1,OnePlus,$499,5.5 inches,12 hours,Basic,0
35,278,2,Google,$499,6.1 inches,24 hours,Excellent,1
35,278,3,Google,$599,6.7 inches,12 hours,Good,0
35,279,1,OnePlus,$499,5.5 inches,12 hours,Good,0
35,279,2,Apple,$399,5.5 inches,24 hours,Basic,0
35,279,3,Samsung,$299,6.7 inches,24 hours,Basic,1
35,280,1,Apple,$499,6.7 inches,24 hours,Basic,1
35,280,2,OnePlus,$499,6.7 inches,24 hours,Basic,0
35,280,3,Apple,$299,6.7 inches,12 hours,Basic,0
36,281,1,Apple,$599,6.1 inches,18 hours,Basic,1
36,281,2,Google,$599,6.7 inches,12 hours,Basic,0
36,281,3,Apple,$499,6.1 inches,24 hours,Basic,0
36,282,1,Google,$399,6.1 inches,12 hours,Excellent,0
36,282,2,Apple,$499,5.5 inches,12 hours,Good,0
36,282,3,Samsung,$399,6.1 inches,24 hours,Basic,1
36,283,1,Google,$599,6.1 inches,12 hours,Basic,0
36,283,2,OnePlus,$399,6.7 inches,18 hours,Good,0
36,283,3,Samsung,$299,5.5 inches,24 hours,Basic,1
36,284,1,Apple,$599,5.5 inches,12 hours,Excellent,0
36,284,2,Apple,$299,6.1 inches,24 hours,Basic,1
36,284,3,OnePlus,$499,6.1 inches,18 hours,Basic,0
36,285,1,Apple,$399,5.5 inches,18 hours,Good,0
36,285,2,Google,$599,6.7 inches,12 hours,Basic,0
36,285,3,Apple,$299,5.5 inches,24 hours,Excellent,1
36,286,1,Samsung,$499,6.1 inches,18 hours,Excellent,0
36,286,2,Google,$299,6.1 inches,18 hours,Basic,1
36,286,3,Apple,$599,6.1 inches,18 hours,Good,0
36,287,1,OnePlus,$599,6.1 inches,24 hours,Basic,0
36,287,2,Apple,$399,6.7 inches,24 hours,Basic,1
36,287,3,Samsung,$299,6.1 inches,24 hours,Good,0
36,288,1,OnePlus,$399,6.7 inches,18 hours,Good,0
36,288,2,Apple,$399,6.1 inches,18 hours,Basic,1
36,288,3,OnePlus,$599,5.5 inches,12 hours,Good,0
37,289,1,Google,$299,6.7 inches,24 hours,Excellent,1
37,289,2,Samsung,$499,6.7 inches,24 hours,Excellent,0
37,289,3,Apple,$599,6.7 inches,24 hours,Basic,0
37,290,1,OnePlus,$499,6.7 inches,24 hours,Excellent,1
37,290,2,OnePlus,$399,6.7 inches,24 hours,Basic,0
37,290,3,Apple,$399,6.7 inches,18 hours,Good,0
37,291,1,Samsung,$299,6.1 inches,18 hours,Basic,1
37,291,2,Google,$499,5.5 inches,24 hours,Basic,0
37,291,3,OnePlus,$599,5.5 inches,12 hours,Good,0
37,292,1,OnePlus,$599,5.5 inches,18 hours,Good,0
37,292,2,Google,$299,6.1 inches,24 hours,Excellent,1
37,292,3,Apple,$299,6.1 inches,18 hours,Basic,0
37,293,1,Apple,$299,6.7 inches,24 hours,Excellent,1
37,293,2,Google,$399,6.7 inches,24 hours,Good,0
37,293,3,Google,$499,5.5 inches,12 hours,Good,0
37,294,1,Google,$599,6.7 inches,24 hours,Good,1
37,294,2,OnePlus,$299,5.5 inches,24 hours,Basic,0
37,294,3,Apple,$499,6.1 inches,24 hours,Good,0
